Date,Code libellé,Libellé,Mini,Maxi,Moyen,Unité prix,,,
2018-08-16,57219227,POMME Golden France +170g vrac,2,29,2,99,2,52,le kg
2018-08-16,57219228,POMME Golden France sachet 2kg,,,1,52,le kg,,
2018-08-16,57225914,PRUNE jaune Mirabelle France vrac,,,3,59,le kg,,
2018-08-16,57227726,PRUNE rouge France vrac,,,2,94,le kg,,
2018-08-16,57227762,PRUNE verte Reine Claude dorée France barq.,,,4,16,le kg,,
2018-08-16,57222841,RAISIN blanc Vittoria hors Fr. vrac,,,1,96,le kg,,
2018-08-23,57219271,ABRICOT autres variétés France 40-45mm vrac,,,3,29,le kg,,
2018-08-23,57219275,ABRICOT autres variétés France 45-50mm vrac,,,3,29,le kg,,
2018-08-23,57222317,ABRICOT autres variétés France 50 + vrac,,,3,31,le kg,,
2018-08-23,57219341,ABRICOT France barq.1kg,,,2,67,le kg,,
2018-08-23,57219316,ANANAS standard (hors Victoria),1,29,2,5,1,69,la pièce
2018-08-23,57219214,BANANE Afrique vrac,,,1,49,le kg,,
2018-08-23,57219236,BANANE Amérique vrac,,,1,48,le kg,,
2018-08-23,57219375,BANANE biologique,1,99,1,99,1,98,le kg
2018-08-23,57223156,FRAMBOISE France barq.125g,,,16,16,le kg,,
2018-08-23,57219323,MANGUE vrac,1,49,1,79,1,59,la pièce
2018-08-23,57219272,NECTARINE chair blanche France A-AA vrac,,,3,11,le kg,,
2018-08-23,57219264,NECTARINE chair jaune France A-AA vrac,,,2,73,le kg,,
2018-08-23,57219265,NECTARINE France barq.1kg,,,2,23,le kg,,
2018-08-23,57219324,ORANGE vrac,,,2,58,le kg,,
2018-08-23,57219266,PÊCHE chair blanche France A-AA vrac,1,99,2,99,2,73,le kg
2018-08-23,57219268,PÊCHE chair jaune France A-AA vrac,,,2,93,le kg,,
2018-08-23,57219269,PÊCHE France barq.1kg,,,2,28,le kg,,
2018-08-23,57219281,POIRE Guyot ou Limonera France vrac,,,2,22,le kg,,
2018-08-23,57219327,POMME Bicolore France sachet 2kg,,,1,65,le kg,,
2018-08-23,57219226,POMME Gala France +170g vrac,,,2,54,le kg,,
2018-08-23,57219274,POMME Golden France 136/180g vrac,,,2,43,le kg,,
2018-08-23,57219227,POMME Golden France +170g vrac,2,29,2,99,2,56,le kg
2018-08-23,57219228,POMME Golden France sachet 2kg,,,1,48,le kg,,
2018-08-23,57226865,PRUNE jaune autre ou inconnue France vrac,,,3,41,le kg,,
2018-08-23,57225914,PRUNE jaune Mirabelle France vrac,,,3,77,le kg,,
2018-08-23,57227726,PRUNE rouge France vrac,,,2,67,le kg,,
2018-08-23,57227762,PRUNE verte Reine Claude dorée France barq.,,,4,21,le kg,,
2018-08-23,57222841,RAISIN blanc Vittoria hors Fr. vrac,1,79,2,8,2,12,le kg
2018-08-23,57222855,RAISIN noir Lavallée France vrac,,,3,3,le kg,,
2018-08-30,57219271,ABRICOT autres variétés France 40-45mm vrac,,,2,99,le kg,,
2018-08-30,57219275,ABRICOT autres variétés France 45-50mm vrac,,,3,62,le kg,,
2018-08-30,57219341,ABRICOT France barq.1kg,,,2,78,le kg,,
2018-08-30,57219316,ANANAS standard (hors Victoria),1,29,2,25,1,68,la pièce
2018-08-30,57219214,BANANE Afrique vrac,,,1,35,le kg,,
2018-08-30,57219236,BANANE Amérique vrac,,,1,36,le kg,,
2018-08-30,57219375,BANANE biologique,1,39,1,99,1,86,le kg
2018-08-30,57219215,BANANE France vrac,,,1,71,le kg,,
2018-08-30,57223156,FRAMBOISE France barq.125g,,,15,52,le kg,,
2018-08-30,57219323,MANGUE vrac,1,49,1,99,1,69,la pièce
2018-08-30,57219272,NECTARINE chair blanche France A-AA vrac,,,3,25,le kg,,
2018-08-30,57219264,NECTARINE chair jaune France A-AA vrac,,,3,26,le kg,,
2018-08-30,57227801,NECTARINE chair jaune France cal. autre ou inconnu vrac,,,3,15,le kg,,
2018-08-30,57219265,NECTARINE France barq.1kg,1,99,2,49,2,34,le kg
2018-08-30,57219324,ORANGE vrac,,,2,53,le kg,,
2018-08-30,57219266,PÊCHE chair blanche France A-AA vrac,,,2,87,le kg,,
2018-08-30,57219268,PÊCHE chair jaune France A-AA vrac,,,2,77,le kg,,
2018-08-30,57219269,PÊCHE France barq.1kg,,,2,29,le kg,,
2018-08-30,57219281,POIRE Guyot ou Limonera France vrac,,,1,88,le kg,,
2018-08-30,57219289,POIRE Williams verte France vrac,,,2,59,le kg,,
2018-08-30,57219327,POMME Bicolore France sachet 2kg,,,1,27,le kg,,
2018-08-30,57219226,POMME Gala France +170g vrac,,,2,15,le kg,,
2018-08-30,57219274,POMME Golden France 136/180g vrac,,,2,43,le kg,,
2018-08-30,57219227,POMME Golden France +170g vrac,2,29,2,99,2,58,le kg
2018-08-30,57219228,POMME Golden France sachet 2kg,,,1,51,le kg,,
2018-08-30,57227802,PRUNE hors Fr. vrac,,,3,9,le kg,,
2018-08-30,57226865,PRUNE jaune autre ou inconnue France vrac,,,3,51,le kg,,
2018-08-30,57225914,PRUNE jaune Mirabelle France vrac,,,4,47,le kg,,
2018-08-30,57227726,PRUNE rouge France vrac,,,2,67,le kg,,
2018-08-30,57227762,PRUNE verte Reine Claude dorée France barq.,,,3,8,le kg,,
2018-08-30,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,,,2,41,le kg,,
2018-08-30,57222841,RAISIN blanc Vittoria hors Fr. vrac,,,2,12,le kg,,
2018-08-30,57222855,RAISIN noir Lavallée France vrac,,,3,16,le kg,,
2018-09-06,57219275,ABRICOT autres variétés France 45-50mm vrac,,,3,73,le kg,,
2018-09-06,57219341,ABRICOT France barq.1kg,,,2,61,le kg,,
2018-09-06,57219316,ANANAS standard (hors Victoria),1,49,2,25,1,7,la pièce
2018-09-06,57219214,BANANE Afrique vrac,,,1,39,le kg,,
2018-09-06,57219236,BANANE Amérique vrac,,,1,65,le kg,,
2018-09-06,57219375,BANANE biologique,1,49,1,99,1,93,le kg
2018-09-06,57223156,FRAMBOISE France barq.125g,,,15,92,le kg,,
2018-09-06,57219323,MANGUE vrac,1,49,2,5,1,64,la pièce
2018-09-06,57219272,NECTARINE chair blanche France A-AA vrac,,,3,17,le kg,,
2018-09-06,57219264,NECTARINE chair jaune France A-AA vrac,,,3,13,le kg,,
2018-09-06,57219265,NECTARINE France barq.1kg,,,2,45,le kg,,
2018-09-06,57219324,ORANGE vrac,,,2,63,le kg,,
2018-09-06,57219266,PÊCHE chair blanche France A-AA vrac,,,3,6,le kg,,
2018-09-06,57219268,PÊCHE chair jaune France A-AA vrac,,,3,le kg,,,
2018-09-06,57219269,PÊCHE France barq.1kg,,,2,36,le kg,,
2018-09-06,57219281,POIRE Guyot ou Limonera France vrac,,,2,17,le kg,,
2018-09-06,57219327,POMME Bicolore France sachet 2kg,,,1,48,le kg,,
2018-09-06,57219226,POMME Gala France +170g vrac,,,2,6,le kg,,
2018-09-06,57219274,POMME Golden France 136/180g vrac,,,2,8,le kg,,
2018-09-06,57219227,POMME Golden France +170g vrac,2,29,2,99,2,4,le kg
2018-09-06,57219228,POMME Golden France sachet 2kg,,,1,53,le kg,,
2018-09-06,57219229,POMME Granny smith France +170g vrac,,,2,13,le kg,,
2018-09-06,57227726,PRUNE rouge France vrac,,,2,4,le kg,,
2018-09-06,57227762,PRUNE verte Reine Claude dorée France barq.,,,3,73,le kg,,
2018-09-06,57222862,RAISIN blanc Chasselas sans label France vrac,,,2,27,le kg,,
2018-09-06,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,0,99,1,99,1,78,le kg
2018-09-06,57222855,RAISIN noir Lavallée France vrac,,,2,27,le kg,,
2018-09-06,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,98,le kg,,
2018-09-06,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,2,49,le kg,,
2018-09-13,57219316,ANANAS standard (hors Victoria),1,49,2,25,1,72,la pièce
2018-09-13,57219214,BANANE Afrique vrac,,,1,43,le kg,,
2018-09-13,57219236,BANANE Amérique vrac,,,1,2,le kg,,
2018-09-13,57219375,BANANE biologique,1,99,1,99,1,97,le kg
2018-09-13,57219323,MANGUE vrac,1,49,2,9,1,74,la pièce
2018-09-13,57219272,NECTARINE chair blanche France A-AA vrac,,,3,1,le kg,,
2018-09-13,57219264,NECTARINE chair jaune France A-AA vrac,,,3,37,le kg,,
2018-09-13,57219265,NECTARINE France barq.1kg,,,2,4,le kg,,
2018-09-13,57219324,ORANGE vrac,,,2,54,le kg,,
2018-09-13,57219266,PÊCHE chair blanche France A-AA vrac,,,3,21,le kg,,
2018-09-13,57219268,PÊCHE chair jaune France A-AA vrac,2,99,3,99,3,24,le kg
2018-09-13,57219269,PÊCHE France barq.1kg,,,2,34,le kg,,
2018-09-13,57219329,POIRE Conférence hors Fr. vrac,,,1,86,le kg,,
2018-09-13,57219281,POIRE Guyot ou Limonera France vrac,,,2,26,le kg,,
2018-09-13,57219289,POIRE Williams verte France vrac,,,2,1,le kg,,
2018-09-13,57219327,POMME Bicolore France sachet 2kg,,,1,31,le kg,,
2018-09-13,57219226,POMME Gala France +170g vrac,,,2,9,le kg,,
2018-09-13,57219274,POMME Golden France 136/180g vrac,,,1,92,le kg,,
2018-09-13,57219227,POMME Golden France +170g vrac,1,99,2,99,2,37,le kg
2018-09-13,57219228,POMME Golden France sachet 2kg,,,1,5,le kg,,
2018-09-13,57219381,POMME Granny smith France 136/180g vrac,,,1,85,le kg,,
2018-09-13,57219229,POMME Granny smith France +170g vrac,,,2,51,le kg,,
2018-09-13,57227851,PRUNE bleue Président France vrac,,,2,39,le kg,,
2018-09-13,57227726,PRUNE rouge France vrac,,,2,34,le kg,,
2018-09-13,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,65,le kg,,
2018-09-13,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,4,12,le kg,,
2018-09-13,57222862,RAISIN blanc Chasselas sans label France vrac,,,3,28,le kg,,
2018-09-13,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,89,2,49,2,3,le kg
2018-09-13,57222855,RAISIN noir Lavallée France vrac,,,2,77,le kg,,
2018-09-13,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,98,le kg,,
2018-09-13,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,4,63,le kg,,
2018-09-20,57219316,ANANAS standard (hors Victoria),1,19,3,1,82,la pièce,
2018-09-20,57219214,BANANE Afrique vrac,,,1,54,le kg,,
2018-09-20,57219236,BANANE Amérique vrac,,,1,65,le kg,,
2018-09-20,57219375,BANANE biologique,1,49,1,99,1,84,le kg
2018-09-20,57219384,FRAMBOISE hors Fr. barq.125g,,,14,19,le kg,,
2018-09-20,57219323,MANGUE vrac,1,29,3,1,84,la pièce,
2018-09-20,57219272,NECTARINE chair blanche France A-AA vrac,,,3,34,le kg,,
2018-09-20,57219264,NECTARINE chair jaune France A-AA vrac,,,3,54,le kg,,
2018-09-20,57219265,NECTARINE France barq.1kg,,,2,51,le kg,,
2018-09-20,57219247,NECTARINE hors Fr. barq.1kg,,,2,39,le kg,,
2018-09-20,57219324,ORANGE vrac,,,2,63,le kg,,
2018-09-20,57219266,PÊCHE chair blanche France A-AA vrac,,,3,34,le kg,,
2018-09-20,57219268,PÊCHE chair jaune France A-AA vrac,2,99,3,99,3,33,le kg
2018-09-20,57219269,PÊCHE France barq.1kg,,,2,42,le kg,,
2018-09-20,57219329,POIRE Conférence hors Fr. vrac,,,2,94,le kg,,
2018-09-20,57219281,POIRE Guyot ou Limonera France vrac,,,2,25,le kg,,
2018-09-20,57219289,POIRE Williams verte France vrac,,,2,3,le kg,,
2018-09-20,57219327,POMME Bicolore France sachet 2kg,,,1,41,le kg,,
2018-09-20,57219226,POMME Gala France +170g vrac,,,2,2,le kg,,
2018-09-20,57219274,POMME Golden France 136/180g vrac,,,2,28,le kg,,
2018-09-20,57219227,POMME Golden France +170g vrac,1,99,2,99,2,43,le kg
2018-09-20,57219228,POMME Golden France sachet 2kg,,,1,49,le kg,,
2018-09-20,57219229,POMME Granny smith France +170g vrac,,,2,76,le kg,,
2018-09-20,57227851,PRUNE bleue Président France vrac,,,3,31,le kg,,
2018-09-20,57225914,PRUNE jaune Mirabelle France vrac,,,4,43,le kg,,
2018-09-20,57226693,PRUNE rouge-bleue France barq.,,,2,59,le kg,,
2018-09-20,57227726,PRUNE rouge France vrac,,,2,33,le kg,,
2018-09-20,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,79,le kg,,
2018-09-20,57226866,PRUNE verte Reine Claude Bavay France vrac,,,4,21,le kg,,
2018-09-20,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,3,86,le kg,,
2018-09-20,57222862,RAISIN blanc Chasselas sans label France vrac,,,3,69,le kg,,
2018-09-20,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,39,2,49,1,97,le kg
2018-09-20,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,71,le kg,,
2018-09-20,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,4,5,le kg,,
2018-09-27,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,65,la pièce
2018-09-27,57219214,BANANE Afrique vrac,,,1,68,le kg,,
2018-09-27,57219236,BANANE Amérique vrac,,,1,67,le kg,,
2018-09-27,57219375,BANANE biologique,1,49,1,99,1,82,le kg
2018-09-27,57219384,FRAMBOISE hors Fr. barq.125g,,,12,85,le kg,,
2018-09-27,57219323,MANGUE vrac,1,69,2,19,1,88,la pièce
2018-09-27,57219272,NECTARINE chair blanche France A-AA vrac,,,3,58,le kg,,
2018-09-27,57219264,NECTARINE chair jaune France A-AA vrac,,,3,64,le kg,,
2018-09-27,57219265,NECTARINE France barq.1kg,,,2,69,le kg,,
2018-09-27,57221274,NOIX sans label France vrac,,,5,95,le kg,,
2018-09-27,57219324,ORANGE vrac,,,2,64,le kg,,
2018-09-27,57219266,PÊCHE chair blanche France A-AA vrac,,,3,42,le kg,,
2018-09-27,57219268,PÊCHE chair jaune France A-AA vrac,,,3,57,le kg,,
2018-09-27,57219269,PÊCHE France barq.1kg,,,2,53,le kg,,
2018-09-27,57219306,POIRE Conférence France vrac,,,2,17,le kg,,
2018-09-27,57219329,POIRE Conférence hors Fr. vrac,,,2,71,le kg,,
2018-09-27,57219281,POIRE Guyot ou Limonera France vrac,,,2,31,le kg,,
2018-09-27,57219289,POIRE Williams verte France vrac,,,2,4,le kg,,
2018-09-27,57219327,POMME Bicolore France sachet 2kg,,,1,37,le kg,,
2018-09-27,57219294,POMME Gala France 136/180g vrac,,,1,45,le kg,,
2018-09-27,57219226,POMME Gala France +170g vrac,,,2,34,le kg,,
2018-09-27,57219274,POMME Golden France 136/180g vrac,,,1,92,le kg,,
2018-09-27,57219227,POMME Golden France +170g vrac,1,99,2,69,2,24,le kg
2018-09-27,57219228,POMME Golden France sachet 2kg,0,9,1,5,1,28,le kg
2018-09-27,57219381,POMME Granny smith France 136/180g vrac,,,1,71,le kg,,
2018-09-27,57219229,POMME Granny smith France +170g vrac,,,2,53,le kg,,
2018-09-27,57225914,PRUNE jaune Mirabelle France vrac,,,4,39,le kg,,
2018-09-27,57226959,PRUNE jaune T-C Sun France vrac,,,3,45,le kg,,
2018-09-27,57227726,PRUNE rouge France vrac,,,2,5,le kg,,
2018-09-27,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,76,le kg,,
2018-09-27,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,3,97,le kg,,
2018-09-27,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,49,2,49,2,1,le kg
2018-09-27,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,98,le kg,,
2018-09-27,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,93,le kg,,
2018-10-04,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,63,la pièce
2018-10-04,57219214,BANANE Afrique vrac,,,1,48,le kg,,
2018-10-04,57219236,BANANE Amérique vrac,,,1,13,le kg,,
2018-10-04,57219375,BANANE biologique,1,49,1,99,1,93,le kg
2018-10-04,57223156,FRAMBOISE France barq.125g,,,16,72,le kg,,
2018-10-04,57219384,FRAMBOISE hors Fr. barq.125g,,,13,75,le kg,,
2018-10-04,57219323,MANGUE vrac,1,29,2,19,1,63,la pièce
2018-10-04,57222876,MARRON CHATAIGNE France vrac,,,7,98,le kg,,
2018-10-04,57223725,NOIX sans label France sachet 500g,,,6,6,le kg,,
2018-10-04,57221274,NOIX sans label France vrac,,,5,81,le kg,,
2018-10-04,57219324,ORANGE vrac,,,2,4,le kg,,
2018-10-04,57219306,POIRE Conférence France vrac,,,2,22,le kg,,
2018-10-04,57219329,POIRE Conférence hors Fr. vrac,,,2,88,le kg,,
2018-10-04,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,34,le kg,,
2018-10-04,57219289,POIRE Williams verte France vrac,,,2,34,le kg,,
2018-10-04,57227915,POMME Bicolore France sachet,1,17,1,35,1,26,le kg
2018-10-04,57219226,POMME Gala France +170g vrac,1,99,2,69,2,2,le kg
2018-10-04,57219227,POMME Golden France +170g vrac,1,99,2,69,2,34,le kg
2018-10-04,57227916,POMME Golden France sachet,0,9,1,99,1,42,le kg
2018-10-04,57219229,POMME Granny smith France +170g vrac,,,2,74,le kg,,
2018-10-04,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,99,le kg,,
2018-10-04,57227726,PRUNE rouge France vrac,,,2,72,le kg,,
2018-10-04,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,71,le kg,,
2018-10-04,57226866,PRUNE verte Reine Claude Bavay France vrac,,,4,13,le kg,,
2018-10-04,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,3,64,le kg,,
2018-10-04,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,39,2,49,1,96,le kg
2018-10-04,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,98,le kg,,
2018-10-04,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,99,le kg,,
2018-10-11,57219316,ANANAS standard (hors Victoria),1,9,2,25,1,58,la pièce
2018-10-11,57219214,BANANE Afrique vrac,,,1,54,le kg,,
2018-10-11,57219236,BANANE Amérique vrac,,,1,54,le kg,,
2018-10-11,57219375,BANANE biologique,1,99,1,99,1,94,le kg
2018-10-11,57219384,FRAMBOISE hors Fr. barq.125g,,,14,9,le kg,,
2018-10-11,57219323,MANGUE vrac,0,99,1,99,1,64,la pièce
2018-10-11,57222876,MARRON CHATAIGNE France vrac,,,7,78,le kg,,
2018-10-11,57223725,NOIX sans label France sachet 500g,,,6,6,le kg,,
2018-10-11,57221274,NOIX sans label France vrac,,,5,95,le kg,,
2018-10-11,57219324,ORANGE vrac,,,2,64,le kg,,
2018-10-11,57219306,POIRE Conférence France vrac,,,1,89,le kg,,
2018-10-11,57219329,POIRE Conférence hors Fr. vrac,,,2,7,le kg,,
2018-10-11,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,71,le kg,,
2018-10-11,57219289,POIRE Williams verte France vrac,,,2,57,le kg,,
2018-10-11,57227915,POMME Bicolore France sachet,0,88,1,55,1,33,le kg
2018-10-11,57219226,POMME Gala France +170g vrac,1,29,1,99,1,71,le kg
2018-10-11,57219227,POMME Golden France +170g vrac,1,29,1,99,1,94,le kg
2018-10-11,57227916,POMME Golden France sachet,1,1,99,1,45,le kg,
2018-10-11,57219229,POMME Granny smith France +170g vrac,,,1,5,le kg,,
2018-10-11,57227917,POMME Reinette grise du Canada France +170g vrac,,,3,17,le kg,,
2018-10-11,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,29,le kg,,
2018-10-11,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,29,2,29,2,4,le kg
2018-10-11,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,83,le kg,,
2018-10-11,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,49,le kg,,
2018-10-18,57219316,ANANAS standard (hors Victoria),1,49,1,99,1,63,la pièce
2018-10-18,57219214,BANANE Afrique vrac,,,1,43,le kg,,
2018-10-18,57219236,BANANE Amérique vrac,,,1,56,le kg,,
2018-10-18,57219375,BANANE biologique,1,99,1,99,1,97,le kg
2018-10-18,57219215,BANANE France vrac,,,1,3,le kg,,
2018-10-18,57219384,FRAMBOISE hors Fr. barq.125g,,,15,25,le kg,,
2018-10-18,57219339,KIWI hors UE. cdt 1kg,,,2,93,le kg,,
2018-10-18,57222319,KIWI hors UE. vrac,0,49,0,69,0,53,la pièce
2018-10-18,57219323,MANGUE vrac,0,99,1,99,1,57,la pièce
2018-10-18,57222876,MARRON CHATAIGNE France vrac,,,7,48,le kg,,
2018-10-18,57221274,NOIX sans label France vrac,,,5,78,le kg,,
2018-10-18,57219324,ORANGE vrac,,,2,84,le kg,,
2018-10-18,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,74,le kg,,
2018-10-18,57219306,POIRE Conférence France vrac,,,2,14,le kg,,
2018-10-18,57219329,POIRE Conférence hors Fr. vrac,,,2,1,le kg,,
2018-10-18,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,71,le kg,,
2018-10-18,57219289,POIRE Williams verte France vrac,,,2,51,le kg,,
2018-10-18,57227915,POMME Bicolore France sachet,1,35,2,33,1,56,le kg
2018-10-18,57219226,POMME Gala France +170g vrac,,,2,19,le kg,,
2018-10-18,57219227,POMME Golden France +170g vrac,1,99,2,99,2,26,le kg
2018-10-18,57227916,POMME Golden France sachet,1,35,1,99,1,45,le kg
2018-10-18,57219229,POMME Granny smith France +170g vrac,,,2,72,le kg,,
2018-10-18,57227917,POMME Reinette grise du Canada France +170g vrac,,,3,12,le kg,,
2018-10-18,57226693,PRUNE rouge-bleue France barq.,,,2,17,le kg,,
2018-10-18,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,69,2,99,2,3,le kg
2018-10-18,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,4,38,le kg,,
2018-10-18,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,82,le kg,,
2018-10-25,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,63,la pièce
